 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
11461310;"Marlene Monteiro. Jaguar";"18 euros";"0";"1";"V,S";"";"2022-03-18 00:00:00.0";"2022-03-19 23:59:00.0";"20:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=00e6b067ee4cb710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"11";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11567736;"Marta y Micó. 'Música de autor'";"";"1";"0";"";"";"2022-01-28 00:00:00.0";"2022-01-28 23:59:00.0";"19:00";"Dúo de 'musica de autor' como les gusta definirse, ofrecen en un espacio íntimo, elegante y de emociones intensas, un diálogo en el que suena la poesía de José María Micó y la música que el mismo ha escrito para cada poema, con el propósito de dignificar la música con la poesía y la poesía con la música. Sus versos cantados por Marta, mientra él la acompaña con la guitarra, se acomodan a las notas del blues, la baladas, el tango, el jazz, el son y otras melodías. La obra literaria de Micó ha recibido importantes premios, como el Hiperión y el Generación del 27 de Poesía entre otros.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=692dbfa77b43e710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1ca1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Príncipe de Asturias (Ciudad Lineal)";"1";"AVENIDA";"INSTITUCION LIBRE DE ENSE&amp;Ntilde;ANZA";"14";"CIUDAD LINEAL";"PUEBLO NUEVO";"28037";"445948";"4476395";"40.436444648624814";"-3.6373000672722675";"/contenido/actividades/Musica";"";
11580190;"Materia renovada - El cambio";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-02-02 00:00:00.0";"2022-03-13 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a807bb8b6169e710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD";"Biblioteca Pública Municipal Ángel González (Latina)";"1,6";"CALLE";"GRANJA DE TORREHERMOSA";"1";"LATINA";"ALUCHE";"28024";"434954";"4472113";"40.397074625115906";"-3.7664885474841556";"";"";
11461276;"MELENAS";"18 euros";"0";"0";"";"";"2022-04-08 00:00:00.0";"2022-04-08 23:59:00.0";"20:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d6b5b067ee4cb710VgnVCM1000001d4a900aRCRD";"Melenas";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbb5b067ee4cb710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro de Cultura Contemporánea Conde Duque";"1";"CALLE";"CONDE DUQUE";"11";"CENTRO";"UNIVERSIDAD";"28015";"439759";"4475508";"40.42802889001877";"-3.710182353581842";"/contenido/actividades/ProgramacionDestacadaAgendaCultura";"";
11566359;"Memoria y archivo colectivo de Mujeres de Madrid a través del collage";"";"1";"1";"S";"29/1/2022;12/2/2022;26/2/2022;12/3/2022;";"2022-01-22 00:00:00.0";"2022-03-26 23:59:00.0";"10:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=95896591d0a2e710VgnVCM1000001d4a900aRCRD";"Encuentro 'Elena Arnedo Soriano, defensora de derechos sexuales y reproductivos'";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e7b69bafc0739710VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb3655d1b6742610VgnVCM1000001d4a900aRCRD";"Espacio de Igualdad Elena Arnedo Soriano. Retiro";"1";"CALLE";"ARREGUI Y ARUEJ";"31";"RETIRO";"ADELFAS";"28007";"443307";"4472652";"40.40254931370529";"-3.668092320219012";"/contenido/actividades/ConferenciasColoquios";"";
11554780;"Mercedes Echevarría";"";"1";"1";"L,M,X,J,V,S,D";"";"2022-01-17 00:00:00.0";"2022-01-31 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4f1f1c6e78cd710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcc7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Rafael Altamira, antes Palacete Quinta del Berro (Salamanca)";"1,5";"CALLE";"ENRIQUE D'ALMONTE";"1";"SALAMANCA";"FUENTE DEL BERRO";"28028";"443760";"4474815";"40.42206601994432";"-3.662968075865235";"/contenido/actividades/Exposiciones";"";
11451250;"Mesa redonda sobre el libro 'Cuando Hitler robó el conejo rosa' de Judith Kerr";"";"1";"0";"";"";"2022-02-24 00:00:00.0";"2022-02-24 23:59:00.0";"18:00";"La llegada de Hitler al poder va a cambiar radicalmente la vida de Anna y su familia. En su huida del horror nazi, deberán abandonar su país y dejar muchas cosas queridas, como su conejo de peluche. Con él también se quedará su infancia.  En la mesa redonda participarán Victoria Lázaro Castaño, directora de la Biblioteca José Hierro, Mª José González Vázquez, directora de la Biblioteca San Fermín y especialista literatura infantil y Yessica San Román, directora del Área de Educación Holocausto y Antisemitismo de Centro Sefarad-Israel.  Para asistir, es necesario confirmar asistencia a través de un enlace que se facilitará en las semanas previas.  La mesa redonda podrá seguirse también de forma online a través de la página de Facebook de la Red de Bibliotecas Públicas Municipales de Madrid y del canal de YouTube de Centro Sefarad-Israel.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=efc1e3a2d9e4b710VgnVCM2000001f4a900aRCRD";"Holocausto: cine y literatura";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5396e17521f2b710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Hierro (San Blas-Canillejas)";"1,6";"CALLE";"MARIA SEVILLA DIAGO";"15";"SAN BLAS-CANILLEJAS";"ROSAS";"28022";"448214";"4476029";"40.433291625973624";"-3.6105662311927453";"/contenido/actividades/ConferenciasColoquios";"";
11451256;"Mesa redonda sobre el libro 'El caso Collini' de Ferdinand von Schirach";"";"1";"0";"";"";"2022-03-24 00:00:00.0";"2022-03-24 23:59:00.0";"18:00";"El caso Collini, que narra una historia criminal de una concisión y una desnudez sobrecogedoras, suscitó un encendido debate al revelar la existencia de grandes deficiencias de la justicia en Alemania.  Primera novela de Ferdinand von Schirach -conocido por sus extraordinarios volúmenes de relatos Crímenes y Culpa-, El caso Collini suscitó un encendido debate sobre el funcionamiento de la justicia en Alemania y el libro, como sus dos anteriores, ocupó los primeros puestos en las listas de ventas en su país.  En la mesa redonda participarán Concha Díaz Berzosa, vicepresidenta de Amical de Mauthaussen y otros campos, Mª José González Vázquez, directora de la Biblioteca San Fermín y especialista literatura infantil e Israel Doncel, responsable de Comunicación de Centro Sefarad-Israel.  Para asistir, es necesario confirmar asistencia a través de un enlace que se facilitará en las semanas previas.  La mesa redonda podrá seguirse también de forma online a través de la página de Facebook de la Red de Bibliotecas Públicas Municipales de Madrid y del canal de YouTube de Centro Sefarad-Israel.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f583e3a2d9e4b710VgnVCM2000001f4a900aRCRD";"Holocausto: cine y literatura";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5396e17521f2b710VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ConferenciasColoquios";"";
11571566;"Meterte en un jardín";"Actividad gratuita para grupos escolares o asociativos. Inscripciones en educacion@mataderomadrid.org ";"0";"1";"M,X,J,V";"";"2022-01-11 00:00:00.0";"2022-02-27 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4c5c4f01ae4e710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471394";"40.391054868587204";"-3.6958072892892155";"/contenido/actividades/CursosTalleres";"";
11580131;"Mi cuaderno de campo";"5 euros";"0";"1";"L,M,X,J,V,S,D";"";"2022-02-11 00:00:00.0";"2022-03-06 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d23bb8b6169e710VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=80ddc8acadd56610VgnVCM2000001f4a900aRCRD";"Espacio Abierto Quinta de los Molinos";"1,6";"CALLE";"JUAN IGNACIO LUCA DE TENA";"20";"SAN BLAS-CANILLEJAS";"EL SALVADOR";"28027";"446636";"4477644";"40.44774002225867";"-3.6292874542291638";"/contenido/actividades/CursosTalleres";"";
